         #Time  Core     P_PKG     P_PP0    P_DRAM
 1459095452.07     0     52.16     39.97     10.26
 1459095452.27     0     53.73     41.47     10.21
 1459095452.47     0     53.47     41.26     10.26
 1459095452.67     0     53.77     41.50     10.17
 1459095452.87     0     53.50     41.29     10.21
 1459095453.07     0     53.77     41.50     10.17
 1459095453.27     0     53.49     41.28     10.16
 1459095453.47     0     53.77     41.50     10.26
 1459095453.67     0     53.49     41.28     10.17
 1459095453.87     0     53.68     41.41     10.31
 1459095454.07     0     53.48     41.26     10.12
 1459095454.27     0     53.68     41.41     10.17
 1459095454.47     0     53.47     41.25     10.08
 1459095454.67     0     53.42     41.20     10.13
 1459095454.87     0     34.48     22.21     10.21
 1459095455.07     0     18.49      6.24     10.16
 1459095455.27     0     18.38      6.19     10.11
 1459095455.47     0     18.45      6.20     10.30
 1459095455.67     0     18.36      6.17     10.20
 1459095455.87     0     18.42      6.17     10.15
 1459095456.07     0     18.48      6.23     10.15
