         #Time  Core     P_PKG     P_PP0    P_DRAM
 1459095465.08     0     52.32     40.12     10.26
 1459095465.28     0     53.76     41.50     10.31
 1459095465.48     0     53.55     41.35     10.27
 1459095465.68     0     53.84     41.57     10.26
 1459095465.88     0     53.52     41.33     10.21
 1459095466.08     0     53.73     41.48     10.22
 1459095466.28     0     53.35     41.16     10.07
 1459095466.48     0     53.68     41.42     10.12
 1459095466.68     0     53.35     41.14     10.21
 1459095466.88     0     53.54     41.28     10.27
 1459095467.08     0     53.21     41.01     10.07
 1459095467.28     0     53.45     41.19     10.31
 1459095467.48     0     53.19     40.99     10.16
 1459095467.68     0     53.49     41.23     10.16
 1459095467.88     0     33.99     21.80     10.11
 1459095468.08     0     18.56      6.30     10.30
 1459095468.28     0     18.38      6.19     10.15
 1459095468.48     0     18.97      6.71     10.26
 1459095468.68     0     18.38      6.19     10.15
 1459095468.89     0     18.44      6.19     10.11
 1459095469.09     0     18.48      6.23     10.25
