         #Time  Core     P_PKG     P_PP0    P_DRAM
 1459095469.46     0     52.15     39.90     10.17
 1459095469.66     0     53.51     41.30     10.12
 1459095469.86     0     53.78     41.52     10.17
 1459095470.06     0     53.45     41.24     10.12
 1459095470.26     0     53.68     41.42     10.22
 1459095470.46     0     53.66     41.40     10.27
 1459095470.66     0     53.28     41.08     10.17
 1459095470.86     0     53.52     41.26     10.27
 1459095471.06     0     53.20     41.00     10.13
 1459095471.26     0     53.45     41.19     10.32
 1459095471.46     0     53.23     41.03     10.18
 1459095471.66     0     53.45     41.19     10.22
 1459095471.86     0     53.21     41.01     10.13
 1459095472.06     0     53.44     41.18     10.27
 1459095472.26     0     34.33     22.14     10.17
 1459095472.46     0     18.44      6.19     10.34
 1459095472.66     0     18.36      6.16     10.10
 1459095472.86     0     18.45      6.19     10.20
 1459095473.06     0     18.67      6.42     10.30
 1459095473.26     0     18.42      6.23     10.20
 1459095473.46     0     18.44      6.19     10.11
