         #Time  Core     P_PKG     P_PP0    P_DRAM
 1459088238.88     0     18.45      6.27     10.21
 1459088239.08     0     18.97      6.72     10.22
 1459088239.28     0     18.40      6.22     10.25
 1459088239.48     0     18.43      6.18     10.30
 1459088239.68     0     18.44      6.19     10.20
 1459088239.88     0     18.44      6.25     10.30
 1459088240.08     0     18.50      6.25     10.30
 1459088240.28     0     20.09      7.90     10.21
 1459088240.49     0     25.73     13.48     10.25
 1459088240.69     0     19.89      7.70     10.23
 1459088240.89     0     18.45      6.21     10.30
 1459088241.09     0     18.42      6.23     10.11
 1459088241.29     0     18.47      6.22     10.30
 1459088241.49     0     18.59      6.34     10.16
 1459088241.69     0     18.38      6.19     10.24
 1459088241.89     0     18.47      6.22     10.25
 1459088242.09     0     18.96      6.71     10.26
