         #Time  Core     P_PKG     P_PP0    P_DRAM
 1459094813.87     0     27.65     15.46     10.16
 1459094814.07     0     27.76     15.52     10.30
 1459094814.27     0     27.60     15.41     10.15
 1459094814.47     0     27.73     15.48     10.16
 1459094814.67     0     27.61     15.42     10.10
 1459094814.87     0     27.72     15.47     10.16
 1459094815.07     0     27.65     15.46     10.10
 1459094815.27     0     27.75     15.50     10.20
 1459094815.47     0     27.59     15.40     10.20
 1459094815.67     0     27.70     15.45     10.15
 1459094815.87     0     27.73     15.48     10.15
 1459094816.07     0     27.64     15.45     10.10
 1459094816.27     0     27.94     15.69     10.25
 1459094816.47     0     27.59     15.40     10.15
